date,country,D,H,I,M,S
2021-11-03,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-03,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-04,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-04,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-05,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-05,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-06,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-06,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-07,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-07,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-08,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-08,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-09,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-09,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-10,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-10,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-11,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-11,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-12,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-12,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-13,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-13,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-14,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-14,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-15,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-15,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-16,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-16,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-17,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-17,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-18,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-18,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-19,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-19,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-20,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-20,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-21,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-21,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-22,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-22,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-23,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-23,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-24,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-24,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-25,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-25,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-26,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-26,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-27,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-27,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-28,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-28,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-29,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-29,Australia,4.0,0.0,0.0,22.0,0.0
2021-11-30,Armenia,0.0,0.0,0.0,2.0,0.0
2021-11-30,Australia,4.0,0.0,0.0,22.0,0.0
2021-12-01,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-01,Australia,4.0,0.0,0.0,22.0,0.0
2021-12-02,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-02,Australia,4.0,0.0,0.0,22.0,0.0
2021-12-03,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-03,Australia,4.0,0.0,0.0,22.0,0.0
2021-12-04,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-04,Australia,4.0,0.0,0.0,22.0,0.0
2021-12-05,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-05,Australia,4.0,0.0,0.0,22.0,0.0
2021-12-06,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-06,Australia,4.0,0.0,0.0,22.0,0.0
2021-12-07,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-07,Australia,4.0,1.0,0.0,21.0,0.0
2021-12-08,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-08,Australia,4.0,1.0,0.0,21.0,0.0
2021-12-09,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-09,Australia,4.0,0.0,1.0,21.0,0.0
2021-12-10,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-10,Australia,4.0,2.0,1.0,19.0,0.0
2021-12-11,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-11,Australia,4.0,1.0,2.0,19.0,0.0
2021-12-12,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-12,Australia,4.0,1.0,2.0,19.0,0.0
2021-12-13,Armenia,0.0,1.0,0.0,1.0,0.0
2021-12-13,Australia,4.0,1.0,1.0,19.0,1.0
2021-12-14,Armenia,0.0,1.0,0.0,1.0,0.0
2021-12-14,Australia,4.0,2.0,1.0,18.0,1.0
2021-12-15,Armenia,0.0,1.0,0.0,1.0,0.0
2021-12-15,Australia,4.0,2.0,0.0,18.0,2.0
2021-12-16,Armenia,0.0,0.0,1.0,1.0,0.0
2021-12-16,Australia,4.0,2.0,0.0,18.0,2.0
2021-12-17,Armenia,0.0,0.0,1.0,1.0,0.0
2021-12-17,Australia,4.0,2.0,0.0,18.0,2.0
2021-12-18,Armenia,0.0,0.0,1.0,1.0,0.0
2021-12-18,Australia,4.0,2.0,0.0,18.0,2.0
2021-12-19,Armenia,0.0,0.0,1.0,1.0,0.0
2021-12-19,Australia,4.0,2.0,0.0,18.0,2.0
2021-12-20,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-20,Australia,4.0,2.0,1.0,17.0,2.0
2021-12-21,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-21,Australia,4.0,3.0,1.0,16.0,2.0
2021-12-22,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-22,Australia,4.0,5.0,1.0,14.0,2.0
2021-12-23,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-23,Australia,4.0,5.0,2.0,13.0,2.0
2021-12-24,Armenia,0.0,0.0,0.0,2.0,0.0
2021-12-24,Australia,4.0,5.0,4.0,11.0,2.0
2021-12-25,Armenia,0.0,1.0,0.0,1.0,0.0
2021-12-25,Australia,4.0,5.0,5.0,10.0,2.0
2021-12-26,Armenia,0.0,0.0,1.0,1.0,0.0
2021-12-26,Australia,4.0,6.0,6.0,8.0,2.0
2021-12-27,Armenia,0.0,0.0,1.0,1.0,0.0
2021-12-27,Australia,4.0,5.0,6.0,10.0,1.0
2021-12-28,Armenia,0.0,0.0,1.0,1.0,0.0
2021-12-28,Australia,4.0,5.0,4.0,10.0,3.0
2021-12-29,Armenia,0.0,0.0,1.0,1.0,0.0
2021-12-29,Australia,4.0,4.0,5.0,11.0,2.0
2021-12-30,Armenia,0.0,0.0,0.0,1.0,1.0
2021-12-30,Australia,4.0,1.0,7.0,11.0,3.0
2021-12-31,Armenia,0.0,0.0,0.0,1.0,1.0
2021-12-31,Australia,4.0,0.0,7.0,11.0,4.0
2022-01-01,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-01,Australia,4.0,0.0,6.0,12.0,4.0
2022-01-02,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-02,Australia,4.0,0.0,4.0,13.0,5.0
2022-01-03,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-03,Australia,4.0,0.0,1.0,13.0,8.0
2022-01-04,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-04,Australia,4.0,1.0,0.0,12.0,9.0
2022-01-05,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-05,Australia,4.0,2.0,1.0,10.0,9.0
2022-01-06,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-06,Australia,4.0,1.0,2.0,10.0,9.0
2022-01-07,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-07,Australia,4.0,1.0,2.0,10.0,9.0
2022-01-08,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-08,Australia,4.0,1.0,2.0,10.0,9.0
2022-01-09,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-09,Australia,4.0,1.0,1.0,10.0,10.0
2022-01-10,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-10,Australia,4.0,0.0,1.0,11.0,10.0
2022-01-11,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-11,Australia,5.0,0.0,1.0,12.0,8.0
2022-01-12,Armenia,0.0,0.0,0.0,1.0,1.0
2022-01-12,Australia,5.0,0.0,1.0,12.0,8.0
2022-01-13,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-13,Australia,5.0,0.0,1.0,13.0,7.0
2022-01-14,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-14,Australia,5.0,0.0,0.0,15.0,6.0
2022-01-15,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-15,Australia,5.0,0.0,0.0,15.0,6.0
2022-01-16,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-16,Australia,5.0,0.0,0.0,16.0,5.0
2022-01-17,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-17,Australia,5.0,0.0,0.0,19.0,2.0
2022-01-18,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-18,Australia,5.0,0.0,0.0,20.0,1.0
2022-01-19,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-19,Australia,5.0,0.0,0.0,20.0,1.0
2022-01-20,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-20,Australia,5.0,0.0,0.0,20.0,1.0
2022-01-21,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-21,Australia,5.0,0.0,0.0,20.0,1.0
2022-01-22,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-22,Australia,5.0,0.0,0.0,20.0,1.0
2022-01-23,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-23,Australia,5.0,1.0,0.0,20.0,0.0
2022-01-24,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-24,Australia,5.0,1.0,0.0,20.0,0.0
2022-01-25,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-25,Australia,5.0,1.0,0.0,20.0,0.0
2022-01-26,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-26,Australia,5.0,1.0,0.0,20.0,0.0
2022-01-27,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-27,Australia,5.0,1.0,0.0,20.0,0.0
2022-01-28,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-28,Australia,5.0,0.0,1.0,20.0,0.0
2022-01-29,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-29,Australia,5.0,0.0,1.0,20.0,0.0
2022-01-30,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-30,Australia,5.0,0.0,1.0,20.0,0.0
2022-01-31,Armenia,0.0,0.0,0.0,2.0,0.0
2022-01-31,Australia,5.0,0.0,1.0,20.0,0.0
2022-02-01,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-01,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-02,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-02,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-03,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-03,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-04,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-04,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-05,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-05,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-06,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-06,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-07,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-07,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-08,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-08,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-09,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-09,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-10,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-10,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-11,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-11,Australia,5.0,1.0,0.0,20.0,0.0
2022-02-12,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-12,Australia,5.0,0.0,1.0,20.0,0.0
2022-02-13,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-13,Australia,5.0,0.0,1.0,20.0,0.0
2022-02-14,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-14,Australia,5.0,0.0,1.0,20.0,0.0
2022-02-15,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-15,Australia,5.0,0.0,1.0,20.0,0.0
2022-02-16,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-16,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-17,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-17,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-18,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-18,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-19,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-19,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-20,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-20,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-21,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-21,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-22,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-22,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-23,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-23,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-24,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-24,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-25,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-25,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-26,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-26,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-27,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-27,Australia,5.0,0.0,0.0,21.0,0.0
2022-02-28,Armenia,0.0,0.0,0.0,2.0,0.0
2022-02-28,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-01,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-01,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-02,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-02,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-03,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-03,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-04,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-04,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-05,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-05,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-06,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-06,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-07,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-07,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-08,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-08,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-09,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-09,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-10,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-10,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-11,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-11,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-12,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-12,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-13,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-13,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-14,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-14,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-15,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-15,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-16,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-16,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-17,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-17,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-18,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-18,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-19,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-19,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-20,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-20,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-21,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-21,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-22,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-22,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-23,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-23,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-24,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-24,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-25,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-25,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-26,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-26,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-27,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-27,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-28,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-28,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-29,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-29,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-30,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-30,Australia,5.0,0.0,0.0,21.0,0.0
2022-03-31,Armenia,0.0,0.0,0.0,2.0,0.0
2022-03-31,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-01,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-01,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-02,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-02,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-03,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-03,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-04,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-04,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-05,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-05,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-06,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-06,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-07,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-07,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-08,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-08,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-09,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-09,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-10,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-10,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-11,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-11,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-12,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-12,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-13,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-13,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-14,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-14,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-15,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-15,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-16,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-16,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-17,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-17,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-18,Armenia,0.0,0.0,0.0,2.0,0.0
2022-04-18,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-19,Armenia,0.0,1.0,0.0,1.0,0.0
2022-04-19,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-20,Armenia,0.0,0.0,1.0,1.0,0.0
2022-04-20,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-21,Armenia,0.0,0.0,1.0,1.0,0.0
2022-04-21,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-22,Armenia,0.0,0.0,1.0,1.0,0.0
2022-04-22,Australia,5.0,0.0,0.0,21.0,0.0
2022-04-23,Armenia,0.0,0.0,1.0,1.0,0.0
2022-04-23,Australia,5.0,1.0,0.0,20.0,0.0
2022-04-24,Armenia,0.0,0.0,0.0,1.0,1.0
2022-04-24,Australia,5.0,1.0,0.0,20.0,0.0
2022-04-25,Armenia,0.0,0.0,0.0,1.0,1.0
2022-04-25,Australia,5.0,1.0,0.0,20.0,0.0
2022-04-26,Armenia,0.0,0.0,0.0,1.0,1.0
2022-04-26,Australia,5.0,2.0,1.0,18.0,0.0
2022-04-27,Armenia,0.0,0.0,0.0,1.0,1.0
2022-04-27,Australia,5.0,3.0,1.0,17.0,0.0
2022-04-28,Armenia,0.0,0.0,0.0,1.0,1.0
2022-04-28,Australia,5.0,5.0,1.0,15.0,0.0
2022-04-29,Armenia,0.0,0.0,0.0,1.0,1.0
2022-04-29,Australia,5.0,3.0,3.0,15.0,0.0
2022-04-30,Armenia,0.0,0.0,0.0,1.0,1.0
2022-04-30,Australia,5.0,3.0,2.0,15.0,1.0
